key,code,title,crn,no,total,schd,stat,isCancelled,meets,mpkey,instr,srcdb
2803,MUSI 429,Mozart Chamber Music: Analysis and Performance,12619,01,1,L,A,,TTh 1-2:15p,2035,M. Friedmann,201803
2804,MUSI 445,Advanced Lessons,13399,01,1,L,A,,HTBA,1,R. Gard,201803
2805,MUSI 449,Jazz Improvisation,14285,01,1,L,A,,HTBA,1,W. Escoffery,201803
2806,MUSI 451,Approaching Film Music,12653,01,1,L,A,,T 1:30-3:20p,2067,Kreuzer/Ladd,201803
2807,MUSI 477,"The Question of Music: Music, Critique, and Humanistic Theory",12662,01,1,L,A,,T 1:30-3:20p,2067,Denning/Tomlinson,201803
2808,MUSI 495,Individual Study,12620,01,1,F,A,,HTBA,1,I. Quinn,201803
2809,MUSI 496,The Senior Recital,11677,01,1,Y,A,,HTBA,1,I. Quinn,201803
2810,MUSI 497,The Senior Project in Composition,12652,01,1,Y,A,,HTBA,1,I. Quinn,201803
2811,MUSI 498,The Senior Project in Musical Theater Composition,12621,01,1,Y,A,,HTBA,1,I. Quinn,201803
2812,MUSI 499,The Senior Essay,12622,01,1,Y,A,,HTBA,1,I. Quinn,201803
2821,NAVY 100,Naval Science Laboratory,11649,01,1,H,A,,HTBA,1,Staff,201803
2822,NAVY 111,Introduction to Naval Science,11650,01,1,H,A,,HTBA,1,Staff,201803
2823,NAVY 211,Leadership and Management,11651,01,1,H,A,,HTBA,1,Staff,201803
2824,NAVY 311,Naval Engineering,11652,01,1,H,A,,HTBA,1,Staff,201803
2825,NAVY 411,Naval Operations and Seamanship,11653,01,1,H,A,,HTBA,1,Staff,201803
2826,NAVY 413,Evolution of Warfare,11654,01,1,L,A,,HTBA,1,Staff,201803
2827,NELC 003,Medieval Travel and Exploration,12383,01,1,L,A,,MW 2:30-3:45p,2031,S. Toorawa,201803
2828,NELC 108,Ancient Painting and Mosaics,11383,01,1,H,A,,W 1:30-3:20p,2042,K. Foster,201803
2829,NELC 109,The Age of Akhenaton,12385,01,1,H,A,,TTh 11:35a-12:50p,2021,J. Darnell,201803
2830,NELC 119,Ancient Empires,13395,01,1,H,A,,MW 9-10:15a,2038,K. Van Bladel,201803
2831,NELC 128,From Gilgamesh to Persepolis: Introduction to Near Eastern Literatures,13780,01,1,H,A,,TTh 10:30-11:20a,2019,K. Slanski,201803
2832,NELC 236,Creative Writing in Arabic,12390,01,1,H,A,,MWF 9:25-10:15a,2026,J. Elbousty,201803
2833,NELC 268,Global Environmental History,11024,01,1,H,A,,TTh 9-10:15a,2033,H. Weiss,201803
2834,NELC 269,Medieval Baghdad,14055,01,1,H,A,,MW 11:35a-12:50p,2052,S. Toorawa,201803
2835,NELC 326,From Jesus to Muhammad,12508,01,1,H,A,,TTh 11:35a-12:50p,2021,S. Davis,201803
2836,NELC 338,"Tracing the Image of the Arab ""Other""",12392,01,1,L,A,,W 1:30-3:20p,2042,J. Elbousty,201803
2837,NELC 381,Midrash Seminar: The Exodus from Egypt,11809,01,1,L,A,,Th 9:25-11:15a,2091,S. Fraade,201803
2838,NELC 382,Mishnah Seminar: Tractate Sanhedrin,12527,01,1,L,A,,W 9:25-11:15a,2051,S. Fraade,201803
2839,NELC 389,The Ancient Egyptian Temple as Cosmos: Correlation of Architecture and Decoration Program,12394,01,1,L,A,,W 3:30-5:20p,2076,C. Geisen,201803
2840,NELC 399,"Agriculture: Origins, Evolution, Crises",11039,01,1,L,A,,Th 3:30-5:20p,2121,H. Weiss,201803
2841,NELC 492,The Senior Essay,12401,01,1,Y,A,,HTBA,1,J. Elbousty,201803
2852,NSCI 141,The Criminal Mind,11482,01,1,H,A,,TTh 11:35a-12:50p,2021,A. Baskin-Sommers,201803
2853,NSCI 147,Animal Models of Clinical Disorders,11484,01,1,H,A,,TTh 1-2:15p,2035,N. Donegan,201803
2854,NSCI 160,The Human Brain,11486,01,1,H,A,,MW 1-2:15p,2030,G. McCarthy,201803
2855,NSCI 235,Research Methods in Behavioral Neuroscience,11491,01,1,H,A,,M 9:25-10:15a; W 9:25-11:15a,6304,N. Donegan,201803
2856,NSCI 320,Neurobiology,11712,01,1,H,A,,MWF 11:35a-12:25p,2028,Keshishian/Forscher,201803
2857,NSCI 321L,Laboratory for Neurobiology,11714,01,2,G,A,,T 1:30-5:30p,2231,Keshishian/Forscher,201803
2858,NSCI 321L,Laboratory for Neurobiology,11716,02,2,G,A,,W 1:30-5:30p,2040,Keshishian/Forscher,201803
2859,NSCI 324,Introduction to Dynamical Systems in Biology,11722,01,1,H,A,,TTh 2:30-3:45p,2020,Team,201803
2860,NSCI 341,Learning and Memory,11508,01,1,H,A,,TTh 1-2:15p,2035,T. Brown,201803
2861,NSCI 352,Arrested or Adaptive Development in the Adolescent Brain,11504,01,1,H,A,,TTh 9-10:15a,2033,B. Casey,201803
2862,NSCI 360,Clinical Neuroscience,11496,01,1,H,A,,MW 1-2:15p,2030,T. Cannon,201803
2863,NSCI 442,Neuroscience of Decision-Making,11515,01,1,L,A,,T 1:30-3:20p,2067,M. Crockett,201803
2864,NSCI 470,Independent Research,11615,01,1,F,A,,HTBA,1,Clark/Turk-Browne,201803
2865,NSCI 480,Senior Non-empirical Research,11616,01,1,Y,A,,HTBA,1,Clark/Turk-Browne,201803
2866,NSCI 490,Senior Empirical Research,11617,01,1,Y,A,,HTBA,1,Clark/Turk-Browne,201803
2956,PERS 110,Elementary Persian I,12402,01,1,H,A,,MTWThF 10:30-11:20a,2024,F. Shayesteh,201803
2957,PERS 130,Intermediate Persian I,12403,01,1,H,A,,MTWThF 11:35a-12:25p,2023,F. Shayesteh,201803
2964,PHIL 091,Philosophy of Games,13972,01,1,L,A,,MW 1-2:15p,2030,M. Maxwell,201803
2965,PHIL 112,Problems of Philosophy,11561,01,1,H,A,,TTh 9-10:15a,2033,D. Greco,201803
2966,PHIL 115,First-Order Logic,11562,01,1,H,A,,MWF 10:30-11:20a,2027,E. Miller,201803
2967,PHIL 125,Introduction to Ancient Philosophy,11563,01,1,H,A,,TTh 11:35a-12:25p,2094,V. Harte,201803
2968,PHIL 130,Philosophy of Education,13696,01,1,H,A,,MW 11:35a-12:50p,2052,J. Stanley,201803
2969,PHIL 174,Moral Skepticism,11565,01,1,H,A,,TTh 10:30-11:20a,2019,S. Kagan,201803
2970,PHIL 182,Perspectives on Human Nature,11566,01,1,H,A,,TTh 1:30-2:20p,2089,J. Knobe,201803
2971,PHIL 192,Metaphysics and Modernity,12501,01,1,L,A,,T 3:30-5:20p,2063,N. Levene,201803
2972,PHIL 204,Kant's <em>Critique of Pure Reason</em>,11569,01,1,H,A,,WF 1-2:15p,2245,P. Franks,201803
2973,PHIL 267,Mathematical Logic,11571,01,1,H,A,,MW 11:35a-12:50p,2052,S. Shin,201803
2974,PHIL 271,Philosophy of Language,11572,01,1,H,A,,MW 9-10:15a,2038,J. Stanley,201803
2975,PHIL 274,Jewish Philosophy,11574,01,1,L,A,,WF 9-10:15a,2229,P. Franks,201803
2976,PHIL 315,Truth and Relativism,13413,01,1,H,A,,TTh 11:35a-12:50p,2021,Z. Szabó,201803
2977,PHIL 326,The Philosophy of Religion,11578,01,1,H,A,,MW 9:25-10:15a,2103,J. Hare,201803
2978,PHIL 365,Critical Humanist and Jewish Philosophies of Technology,13699,01,1,L,A,,MW 2:30-3:45p,2031,N. Berman Shifman,201803
2979,PHIL 403,Spinoza and the God of the Bible,13591,01,1,L,A,,W 3:30-5:20p,2076,N. Levene,201803
2980,PHIL 438,Philosophy of Logic,13607,01,1,L,A,,M 3:30-5:20p,2099,S. Shin,201803
2981,PHIL 443,Philosophy of Quantum Mechanics,11580,01,1,L,A,,W 3:30-5:20p,2076,E. Miller,201803
2982,PHIL 450,The Problem of Evil,11581,01,1,L,A,,T 1:30-3:20p,2067,K. DeRose,201803
2983,PHIL 455,Normative Ethics,11050,01,1,L,A,,M 1:30-3:20p,2058,S. Kagan,201803
2984,PHIL 465,Recent Work in Ethical Theory,11584,01,1,L,A,,T 7-8:50p,2071,S. Darwall,201803
2985,PHIL 472,Contemporary Critical Theory,12455,01,1,L,A,,T 3:30-5:20p,2063,S. Benhabib,201803
2986,PHIL 474,"Borders, Culture, and Citizenship",12460,01,1,H,A,,MW 1:30-2:20p,2059,S. Benhabib,201803
2987,PHIL 480,Tutorial,11587,01,1,F,A,,HTBA,1,D. Greco,201803
2988,PHIL 486,Kant's Critique of Judgment,13700,01,1,L,A,,T 3:30-5:20p,2063,T. Khurana,201803
2989,PHIL 490,The Senior Essay,11588,01,1,Y,A,,HTBA,1,D. Greco,201803
3009,PHYS 040,Expanding Ideas of Time and Space,12407,01,1,L,A,,TTh 11:35a-12:50p,2021,C. Urry,201803
3010,PHYS 050,Science of Modern Technology and Public Policy,10495,01,1,L,A,,MW 2:30-3:45p,2031,D. Prober,201803
3011,PHYS 151,Multivariable Calculus for Engineers,10934,01,1,H,A,,MW 11:35a-12:50p,2052,V. Ozolins,201803
3012,PHYS 165L,General Physics Laboratory,12408,01,1,G,A,,HTBA,1,Team,201803
3013,PHYS 170,University Physics for the Life Sciences,12409,01,1,H,A,,MW 11:35a-12:50p,2052,S. Mochrie,201803
3014,PHYS 180,University Physics,12410,01,2,H,A,,MW 11:35a-12:50p,2052,A. Steinacker,201803
3015,PHYS 180,University Physics,12411,02,2,H,A,,MW 1-2:15p,2030,A. Steinacker,201803
3016,PHYS 200,Fundamentals of Physics,12412,01,1,H,A,,MW 11:35a-12:50p,2052,S. Demers Konezny,201803
3017,PHYS 205L,Modern Physical Measurement,12413,01,1,G,A,,HTBA,1,Team,201803
3018,PHYS 206L,Modern Physical Measurement,12414,01,1,G,A,,HTBA,1,Team,201803
3019,PHYS 210,Electronics for the Physicist,13199,01,1,L,A,,Th 9a-12p,2679,Irons/Lamoreaux,201803
3020,PHYS 260,Intensive Introductory Physics,12415,01,1,H,A,,MW 11:35a-12:50p,2052,S. Girvin,201803
3021,PHYS 301,Introduction to Mathematical Methods of Physics,12416,01,1,H,A,,TTh 11:35a-12:50p,2021,V. Moncrief,201803
3022,PHYS 353,Introduction to Biomechanics,13415,01,1,H,A,,TTh 9-10:15a,2033,M. Murrell,201803
3023,PHYS 356,Astrostatistics and Data Mining,10573,01,1,H,A,,TTh 1-2:15p,2035,H. Arce,201803
3024,PHYS 401,Advanced Classical Physics from Newton to Einstein,12417,01,1,H,A,,MW 11:35a-12:50p,2052,N. Padmanabhan,201803
3025,PHYS 410,Classical Mechanics,12418,01,1,H,A,,MW 11:35a-12:50p,2052,C. Baltay,201803
3026,PHYS 420,Thermodynamics and Statistical Mechanics,12419,01,1,H,A,,MW 9-10:15a,2038,N. Navon,201803
3027,PHYS 428,Science of Complex Systems,11171,01,1,H,A,,MWF 10:30-11:20a,2027,J. Korenaga,201803
3028,PHYS 439,Basic Quantum Mechanics,10498,01,1,H,A,,TTh 1-2:15p,2035,L. Jiang,201803
3029,PHYS 441,Quantum Mechanics and Natural Phenomena II,12421,01,1,H,A,,MW 11:35a-12:50p,2052,W. Skiba,201803
3030,PHYS 448,Solid State Physics I,10502,01,1,H,A,,TTh 1-2:15p,2035,S. Ismail-Beigi,201803
3031,PHYS 458,Principles of Optics with Applications,10506,01,1,H,A,,TTh 11:35a-12:50p,2021,H. Cao,201803
3032,PHYS 460,Mathematical Methods of Physics,12422,01,1,H,A,,MW 9-10:15a,2038,N. Read,201803
3033,PHYS 471,Independent Projects in Physics,12423,01,1,F,A,,HTBA,1,D. Moore,201803
3053,PLSC 027,From Protest to Power: Social Movements in Comparative Perspective,13674,01,1,L,A,,TTh 4-5:15p,2074,L. Barlow,201803
3054,PLSC 028,American Constitutionalism: Power and its Limits,13675,01,1,L,A,,TTh 2:30-3:45p,2020,G. Silverstein,201803
3055,PLSC 030,Law and the Limits of Freedom,12424,01,1,L,A,,MW 9-10:15a,2038,A. Rosas,201803
3056,PLSC 113,Introduction to American Politics,12425,01,1,H,A,,MW 10:30-11:20a,2022,G. Huber,201803
3057,PLSC 114,Introduction to Political Philosophy,12426,01,1,H,A,,TTh 1:30-2:20p,2089,H. Landemore,201803
3058,PLSC 116,"Comparative Politics: States, Regimes, and Conflict",12427,01,1,H,A,,TTh 10:30-11:20a,2019,D. Simon,201803
3059,PLSC 121,International Security in the Middle East,14276,01,1,H,A,,TTh 1-2:15p,2035,N. Lotito,201803
3060,PLSC 128,Development Under Fire,12428,01,1,H,A,,MW 2:30-3:20p,2098,J. Lyall,201803
3061,PLSC 137,Terrorism,12430,01,1,L,A,,W 1:30-3:20p,2042,B. Weir,201803
3062,PLSC 138,The Euro Crisis,12560,01,1,L,A,,Th 1:30-3:20p,2095,P. Aslanidis,201803
3063,PLSC 141,Global Governance,13632,01,1,L,A,,W 1:30-3:20p,2042,Y. Sergeyev,201803
3064,PLSC 149,Sustainability in the Twenty-First Century,11032,01,1,H,A,,MW 1-2:15p,2030,D. Esty,201803
3065,PLSC 152,Global Firms and National Governments,12432,01,1,L,A,,M 1:30-3:20p,2058,J. LaPalombara,201803
3066,PLSC 161,Studies in Grand Strategy II,11347,01,1,L,A,,M 3:30-5:20p,2099,B. Gage,201803
3067,PLSC 172,"Strategy, Technology, and War",13631,01,1,H,A,,MW 11:35a-12:50p,2052,P. Bracken,201803
3068,PLSC 182,The Politics of International Law and Cooperation,14278,01,1,H,A,,MW 3:30-4:20p,2312,T. Pratt,201803
3069,PLSC 186,Introduction to International Political Economy,12434,01,1,H,A,,TTh 4-5:15p,2074,D. Queralt,201803
3070,PLSC 212,Democracy and Sustainability,13042,01,1,L,A,,Th 9:25-11:15a,2091,M. Fotos,201803
3071,PLSC 217,U.S. National Elections,12436,01,1,L,A,,W 1:30-3:20p,2042,D. Mayhew,201803
3072,PLSC 220,Gender Politics,12437,01,1,L,A,,W 9:25-11:15a,2051,A. Aldrich,201803
3073,PLSC 228,First Amendment and Ethics of Law,14306,01,1,L,A,,HTBA,1,K. Goodrow,201803
3074,PLSC 233,Constitutional Law,12439,01,1,H,A,,MW 11:35a-12:50p,2052,A. Amar,201803
3075,PLSC 235,Political Journalism and Public Policy,12623,01,1,L,A,,F 9:25-11:15a,2108,D. Slap,201803
3076,PLSC 238,"Policy, Politics and Learning on the Education Beat",13767,01,1,L,A,,W 1:30-3:20p,2042,J. Karr,201803
3077,PLSC 241,The Making of Political News,12624,01,1,L,A,,Th 1:30-3:20p,2095,M. Mahler,201803
3078,PLSC 244,"Journalism, Liberalism, Democracy",12440,01,1,L,A,,M 1:30-3:20p,2058,J. Sleeper,201803
3079,PLSC 251,American Progressivism and Its Critics,12442,01,1,L,A,,T 1:30-3:20p,2067,S. Skowronek,201803
3080,PLSC 253,Journalism,13198,01,1,L,A,,M 9-10:15a,2430,S. Brill,201803
3081,PLSC 274,Cities: Making Public Choices in New Haven,12626,01,1,L,A,,W 9:25-11:15a,2051,J. DeStefano,201803
3082,PLSC 286,"The Tasks of Political Philosophy, Postwar Interpretations",13851,01,1,L,A,,Th 3:30-5:20p,2121,L. Entel,201803
3083,PLSC 287,Democracy and Distribution,12447,01,1,L,A,,M 2:10-4p,2342,I. Shapiro,201803
3084,PLSC 290,Foundations of Modern Social Theory,12064,01,1,H,A,,TTh 10:30-11:20a,2019,E. Erikson,201803
3085,PLSC 297,Moral Choices in Politics,11048,01,2,L,A,,HTBA,1,B. Kapustin,201803
3086,PLSC 297,Moral Choices in Politics,14236,02,2,L,A,,T 1:30-3:20p,2067,B. Kapustin,201803
3087,PLSC 301,Ancient Greek Political Development,12449,01,1,L,A,,Th 9:25-11:15a,2091,D. Cammack,201803
3088,PLSC 309,Contemporary Critical Theory,12452,01,1,L,A,,T 3:30-5:20p,2063,S. Benhabib,201803
3089,PLSC 313,"Bioethics, Politics, and Economics",11053,01,1,L,A,,M 1:30-3:20p,2058,S. Latham,201803
3090,PLSC 318,Lincoln's Statecraft and Rhetoric,12458,01,1,H,A,,MW 2:30-3:45p,2031,S. Smith,201803
3091,PLSC 320,"Ethics, Law, and Current Issues",11055,01,1,L,A,,HTBA,1,K. Goodrow,201803
3092,PLSC 324,Nelson Mandela,13676,01,1,L,A,,W 3:30-5:20p,2076,J. Steinberg,201803
3093,PLSC 326,"Borders, Culture, and Citizenship",12459,01,1,H,A,,MW 1:30-2:20p,2059,S. Benhabib,201803
3094,PLSC 333,Radical Classics,14279,01,1,L,A,,W 1:30-3:20p,2042,M. Levy-Eichel,201803
3095,PLSC 342,Strategic Models of Politics,12463,01,1,H,A,,MW 2:30-3:45p,2031,M. Svolik,201803
3096,PLSC 345,Introduction to Research Design,12465,01,1,L,A,,W 9:25-11:15a,2051,M. Hierro,201803
3097,PLSC 346,Game Theory and International Relations,12466,01,1,H,A,,MW 9:25-10:15a,2103,A. Debs,201803
3098,PLSC 354,The European Union,12469,01,1,L,A,,T 3:30-5:20p,2063,D. Cameron,201803
3099,PLSC 357,The Rise of China,12472,01,1,H,A,,MW 1:30-2:20p,2059,D. Mattingly,201803
3100,PLSC 363,Turkish Politics,13976,01,1,L,A,,T 3:30-5:20p,2063,A. Candas,201803
3101,PLSC 364,"Bureaucracy in Africa: Revolution, Genocide, and Apartheid",13680,01,1,L,A,,Th 1:30-3:20p,2095,J. Steinberg,201803
3102,PLSC 367,Contemporary Spanish Politics,12475,01,1,L,A,,M 9:25-11:15a,2192,M. Hierro,201803
3103,PLSC 375,Populism from Chavez to Trump,12565,01,1,L,A,,T 1:30-3:20p,2067,P. Aslanidis,201803
3104,PLSC 393,Comparative Constitutionalism and Legal Institutions,12627,01,1,L,A,,M 9:25-11:15a,2192,S. Calabresi,201803
3105,PLSC 396,Politics of the Contemporary Middle East,14280,01,1,H,A,,MW 2:30-3:20p,2098,E. Nugent,201803
3106,PLSC 400,Legacies of Communism and Conflict in Europe,12476,01,1,H,A,,TTh 9-10:15a,2033,A. Aldrich,201803
3107,PLSC 409,Civil Conflict,12478,01,1,L,A,,T 1:30-3:20p,2067,B. Weir,201803
3108,PLSC 415,Religion and Politics in the World,12480,01,1,L,A,,T 1:30-3:20p,2067,K. Baldwin,201803
3109,PLSC 420,Rivers: Nature and Politics,12482,01,1,L,A,,Th 1:30-3:20p,2095,J. Scott,201803
3110,PLSC 423,Political Economy of Poverty Alleviation,12485,01,1,L,A,,F 1:30-3:20p,2100,A. De La O,201803
3111,PLSC 444,Governing China,12489,01,1,L,C,1,HTBA,1,D. Mattingly,201803
3112,PLSC 448,Business and Government after Communism,12491,01,1,L,A,,T 3:30-5:20p,2063,I. Shapiro,201803
3113,PLSC 452,Introduction to Statistics: Political Science,11905,01,1,H,A,,TTh 1-2:15p,2035,J. Reuning-Scherer,201803
3114,PLSC 453,Introduction to Statistics: Social Sciences,11908,01,1,H,A,,TTh 1-2:15p,2035,J. Reuning-Scherer,201803
3115,PLSC 471,Individual Reading for Majors,12494,01,1,F,A,,HTBA,1,D. Simon,201803
3116,PLSC 480,One-Term Senior Essay,12495,01,1,Y,A,,HTBA,1,D. Simon,201803
3117,PLSC 490,The Senior Colloquium,12496,01,1,Y,A,,T 1:30-3:20p,2067,A. Fang,201803
3156,PLSH 110,Elementary Polish I,12083,01,1,H,A,,MTWThF 11:35a-12:25p,2023,K. Illakowicz,201803
3157,PLSH 150,Advanced Polish,12084,01,1,L,A,,TTh 1-2:15p,2035,K. Illakowicz,201803
3158,PNJB 110,Elementary Punjabi I,12042,01,1,H,A,,MW 6:10-8p,3992,Staff,201803
3159,PNJB 130,Intermediate Punjabi I,12043,01,1,H,A,,TTh 6:10-8p,4118,Staff,201803
3160,PORT 110,Elementary Portuguese I,11522,01,3,H,A,,MTWThF 9:25-10:15a,2025,Staff,201803
3161,PORT 110,Elementary Portuguese I,11523,02,3,H,A,,MTWThF 10:30-11:20a,2024,Staff,201803
3162,PORT 110,Elementary Portuguese I,11524,03,3,H,C,1,HTBA,1,Staff,201803
3163,PORT 130,Intermediate Portuguese I,11525,01,2,H,A,,MTWThF 9:25-10:15a,2025,M. Henriques Gomes De Andrade,201803
3164,PORT 130,Intermediate Portuguese I,11526,02,2,H,A,,MTWThF 10:30-11:20a,2024,M. Henriques Gomes De Andrade,201803
3165,PORT 150,Advanced Practice in Portuguese,11527,01,1,H,A,,MWF 11:35a-12:25p,2028,M. Henriques Gomes De Andrade,201803
3166,PORT 321,"Race, Religion, and Sex in the Inquisition",13889,01,1,H,A,,MW 1-2:15p,2030,I. De Souza,201803
3167,PORT 355,Brazilian Modernist Poetry,11528,00,1,L,C,1,HTBA,1,Staff,201803
3168,PORT 356,"Experimental, Visual, and Concrete Poetry in Perspective",11531,01,1,L,A,,M 1:30-3:20p,2058,K. Jackson,201803
3169,PORT 360,The Modern Novel in Brazil and Japan,10781,01,1,L,A,,MW 4-5:15p,2115,S. Jacobowitz,201803
3170,PORT 392,Brazil's Modern Art Movement,11533,01,1,L,A,,W 1:30-3:20p,2042,K. Jackson,201803
3171,PORT 471,Directed Reading or Directed Research,11536,01,1,F,A,,HTBA,1,K. Jackson,201803
3172,PORT 491,The Senior Essay,11537,01,1,Y,A,,HTBA,1,K. Jackson,201803
3176,PSYC 110,Introduction to Psychology,11474,01,1,H,A,,TTh 1-2:15p,2035,A. Holmes,201803
3177,PSYC 125,Child Development,10651,01,1,L,A,,M 1:30-3:20p,2058,Close/Horwitz,201803
3178,PSYC 126,Attraction and Relationships,11475,01,1,H,A,,TTh 9-10:15a,2033,J. Hirsch,201803
3179,PSYC 127,Theory and Practice of Early Childhood Education,10654,01,1,L,A,,T 2:30-4:20p,2113,C. Horwitz,201803
3180,PSYC 130,Introduction to Cognitive Science,10666,01,1,H,A,,TTh 2:30-3:45p,2020,B. Scholl,201803
3181,PSYC 131,Human Emotion,11476,01,1,H,A,,TTh 2:30-3:45p,2020,M. Siemer,201803
3182,PSYC 136,Canine Cognition,11477,01,1,L,A,,T 3:30-5:20p,2063,A. Johnston,201803
3183,PSYC 139,The Mental Lives of Babies and Animals,11478,01,1,H,A,,MW 11:35a-12:50p,2052,K. Wynn,201803
3184,PSYC 141,The Criminal Mind,11481,01,1,H,A,,TTh 11:35a-12:50p,2021,A. Baskin-Sommers,201803
3185,PSYC 147,Animal Models of Clinical Disorders,11483,01,1,H,A,,TTh 1-2:15p,2035,N. Donegan,201803
3186,PSYC 160,The Human Brain,11485,01,1,H,A,,MW 1-2:15p,2030,G. McCarthy,201803
3187,PSYC 182,Perspectives on Human Nature,11568,01,1,H,A,,TTh 1:30-2:20p,2089,J. Knobe,201803
3188,PSYC 235,"Research Methods, Writing Intensive",11487,01,3,H,A,,MW 9-10:15a,2038,J. Hirsch,201803
3189,PSYC 235,"Research Methods, Writing Intensive",11488,02,3,H,A,,MW 1-2:15p,2030,A. Johnston,201803
3190,PSYC 235,"Research Methods, Writing Intensive",11489,03,3,H,A,,TTh 2:30-3:45p,2020,Staff,201803
3191,PSYC 270,Research Methods in Behavioral Neuroscience,11490,01,1,H,A,,M 9:25-10:15a; W 9:25-11:15a,6304,N. Donegan,201803
3192,PSYC 307,Human Memory,11492,01,1,H,A,,MW 2:30-3:45p,2031,Staff,201803
3193,PSYC 315,The Modern Unconscious,11493,01,1,H,A,,MW 11:35a-12:50p,2052,J. Bargh,201803
3194,PSYC 316,Clinical Neuroscience,11495,01,1,H,A,,MW 1-2:15p,2030,T. Cannon,201803
3195,PSYC 317,Language and Mind,12266,01,1,H,A,,TTh 2:30-3:45p,2020,M. Piñango,201803
3196,PSYC 327,Language and Computation I,12273,01,1,H,A,,MW 11:35a-12:50p,2052,R. Frank,201803
3197,PSYC 334,Developmental Psychopathology,11497,01,1,H,A,,TTh 4-5:15p,2074,Team,201803
3198,PSYC 342,Psychology of Gender,11500,01,1,H,A,,MW 1-2:15p,2030,M. LaFrance,201803
3199,PSYC 352,Arrested or Adaptive Development in the Adolescent Brain,11502,01,1,H,A,,TTh 9-10:15a,2033,B. Casey,201803
3200,PSYC 355,Clinical Psychology in the Community,11505,01,1,L,A,,T 1:30-3:20p,2067,K. Lockhart,201803
3201,PSYC 372,Research Methods in Linguistics,12282,01,1,L,A,,W 4-5:50p,2109,H. Kotek,201803
3202,PSYC 376,Learning and Memory,11507,01,1,H,A,,TTh 1-2:15p,2035,T. Brown,201803
3203,PSYC 405,Social Emotions,11509,01,1,L,A,,W 9:25-11:15a,2051,M. Clark,201803
3204,PSYC 409,Science of Free Will,11510,01,1,L,A,,W 1:30-3:20p,2042,T. Brown,201803
3205,PSYC 421,Cognitive Science of Pleasure,11511,01,1,L,A,,M 1:30-3:20p,2058,P. Bloom,201803
3206,PSYC 428,Neuroscience of Decision-Making,11514,01,1,L,A,,T 1:30-3:20p,2067,M. Crockett,201803
3207,PSYC 430,Topics in Cultural Psychology,11516,01,1,L,A,,T 9:25-11:15a,2072,Staff,201803
3208,PSYC 477,Psychopathology and the Family,11517,01,1,L,A,,Th 1:30-3:20p,2095,K. Lockhart,201803
3209,PSYC 493,Directed Research,11519,01,1,F,A,,HTBA,1,W. Ahn,201803
3210,PSYC 495,Research Topics,11520,01,1,F,A,,HTBA,1,W. Ahn,201803
3211,PSYC 499,Senior Essay,11521,01,1,Y,A,,HTBA,1,W. Ahn,201803
3358,RLST 017,Authenticity,12499,01,1,L,A,,MW 2:30-3:45p,2031,N. Khawaja,201803
3359,RLST 102,Atheism and Buddhism,13605,01,1,L,A,,Th 1:30-3:20p,2095,H. Kim,201803
3360,RLST 107,Metaphysics and Modernity,12500,01,1,L,A,,T 3:30-5:20p,2063,N. Levene,201803
3361,RLST 109,"Authorship, Originality, and Forgery",14264,01,1,L,A,,W 9:25-11:15a,2051,J. Nati,201803
3362,RLST 121,Religion and Culture in Korea,12502,01,1,L,A,,M 1:30-3:20p,2058,H. Kim,201803
3363,RLST 125,Introduction to Buddhist Thought and Practice,13772,01,1,H,C,1,HTBA,1,Staff,201803
3364,RLST 145,The Bible,12503,01,1,H,A,,TTh 11:35a-12:50p,2021,C. Hayes,201803
3365,RLST 158,From Jesus to Muhammad,12507,01,1,H,A,,TTh 11:35a-12:50p,2021,S. Davis,201803
3366,RLST 160,The Catholic Intellectual Tradition,11330,01,1,H,A,,TTh 2:30-3:20p,2092,C. Eire,201803
3367,RLST 170,The Religion of Islam,12509,01,1,H,A,,TTh 2:30-3:45p,2020,G. Böwering,201803
3368,RLST 180,"Mughal India, 1500–1800",12511,01,1,H,A,,MW 11:35a-12:50p,2052,S. Gandhi,201803
3369,RLST 201,"Medieval Jews, Christians, and Muslims In Conversation",11325,01,1,L,A,,W 9:25-11:15a,2051,I. Marcus,201803
3370,RLST 233,Poetry and Faith,10977,01,1,L,A,,Th 1:30-3:20p,2095,C. Wiman,201803
3371,RLST 245,The Age of Akhenaton,12389,01,1,H,A,,TTh 11:35a-12:50p,2021,J. Darnell,201803
3372,RLST 249,Jewish Philosophy,11577,01,1,L,A,,WF 9-10:15a,2229,P. Franks,201803
3373,RLST 260,"Religion, War, and the Meaning of America",12514,01,1,L,A,,Th 1:30-3:20p,2095,H. Stout,201803
3374,RLST 274,Analyzing Antisemitism,11861,01,1,L,A,,M 3:30-5:20p,2099,A. Stern,201803
3375,RLST 287,Islamic Theology and Philosophy,12517,01,1,H,A,,TTh 10:30-11:20a,2019,F. Griffel,201803
3376,RLST 291,Sociology of Islam,14045,01,1,L,A,,T 1:30-3:20p,2067,J. Wyrtzen,201803
3377,RLST 309,Religion and Capitalism,12520,01,1,L,A,,T 9:25-11:15a,2072,L. Hulsether,201803
3378,RLST 344,Death and the Afterlife in Chinese Cultures,14265,01,2,L,A,,HTBA,1,Staff,201803
3379,RLST 344,Death and the Afterlife in Chinese Cultures,14267,02,2,L,C,1,HTBA,1,Staff,201803
3380,RLST 347,Sexual Minorities from Plato to the Enlightenment,11870,01,1,L,A,,Th 3:30-5:20p,2121,I. De Souza,201803
