key,code,title,crn,no,total,schd,stat,isCancelled,meets,mpkey,instr,srcdb
849,ECON 170,Health Economics and Public Policy,13769,01,1,H,A,,TTh 2:30-3:45p,2020,H. Forman,201803
850,ECON 187,"European Economic History, 1815–1945",10877,01,1,H,A,,TTh 1-2:15p,2035,T. Guinnane,201803
851,ECON 255,Introduction to Corporate Finance,10878,01,1,H,A,,TTh 11:35a-12:50p,2021,M. Pascutti,201803
852,ECON 325,Economics of Developing Countries: Focus on South Asia,10879,01,1,H,A,,TTh 11:35a-12:50p,2021,Z. Barnett-Howell,201803
853,ECON 338,The Next China,11228,01,1,H,A,,MW 10:30-11:20a,2022,S. Roach,201803
854,ECON 350,Mathematical Economics: General Equilibrium Theory,10880,01,1,H,A,,TTh 11:35a-12:50p,2021,T. Bewley,201803
855,ECON 361,Corporate Finance,13484,01,2,H,A,,HTBA,1,H. Tookes,201803
856,ECON 361,Corporate Finance,13486,02,2,H,A,,HTBA,1,H. Tookes,201803
857,ECON 363,Global Financial Crisis,10881,01,1,L,A,,HTBA,1,A. Metrick,201803
858,ECON 375,Monetary Policy,10882,01,1,H,A,,TTh 1-2:15p,2035,W. English,201803
859,ECON 407,International Finance,10884,01,1,H,A,,MW 9-10:15a,2038,A. Fieler,201803
860,ECON 409,"Firms, Markets, and Competition",10886,01,1,H,A,,MW 9-10:15a,2038,P. Haile,201803
861,ECON 413,Optimization Techniques,11924,01,1,H,A,,TTh 1-2:15p,2035,S. Tatikonda,201803
862,ECON 414,Economic Models of New Technology,10887,01,1,H,A,,MW 1-2:15p,2030,E. Chalioti,201803
863,ECON 416,"Labor Economics: Employment, Wages, and Skills",10888,01,1,H,A,,TTh 9-10:15a,2033,I. Lindenlaub,201803
864,ECON 419,Financial Time Series Econometrics,10889,01,1,H,A,,MW 1-2:15p,2030,X. Chen,201803
865,ECON 433,The Economics of Space,10890,01,1,H,A,,MW 9-10:15a,2038,K. Arkolakis,201803
866,ECON 444,Market Inefficiencies and the Limits of Arbitrage,13493,01,1,H,A,,MW 11:35a-12:50p,2052,M. Pascutti,201803
867,ECON 450,Investment Analysis,10891,01,1,L,A,,M 1:30-3:20p,2058,Takahashi/Swensen,201803
868,ECON 454,Evolution of Central Banking,11231,01,1,L,A,,M 3:30-5:20p,2099,R. Mohan,201803
869,ECON 465,Debating Globalization,10892,01,1,L,A,,F 9:25-11:15a,2108,E. Zedillo,201803
870,ECON 475,"Discrimination in Law, Theory, and Practice",10895,01,1,L,A,,W 9:25-11:15a,2051,G. Jaynes,201803
871,ECON 476,The Theory and Application of Corporate Credit Investing,10897,01,1,L,A,,W 3:30-5:20p,2076,J. Rapaport,201803
872,ECON 485,Behavioral Economics,13695,01,1,L,A,,F 9:25-11:15a,2108,Staff,201803
873,ECON 491,The Senior Essay,10898,01,1,Y,A,,HTBA,1,E. Washington,201803
874,ECON 498,Directed Reading,10899,01,1,F,A,,HTBA,1,E. Washington,201803
912,EDST 110,Foundations in Education Studies,10926,01,1,H,A,,TTh 10:30-11:20a,2019,Staff,201803
913,EDST 125,Child Development,10650,01,1,L,A,,M 1:30-3:20p,2058,Close/Horwitz,201803
914,EDST 127,Theory and Practice of Early Childhood Education,10653,01,1,L,A,,T 2:30-4:20p,2113,C. Horwitz,201803
915,EDST 135,Philosophy of Education,13697,01,1,H,A,,MW 11:35a-12:50p,2052,J. Stanley,201803
916,EDST 139,The Mental Lives of Babies and Animals,11480,01,1,H,A,,MW 11:35a-12:50p,2052,K. Wynn,201803
917,EDST 144,"Race, Ethnicity, and Immigration",12061,01,1,H,A,,MW 2:30-3:20p,2098,G. Kao,201803
918,EDST 162,Methods in Quantitative Sociology,12066,01,1,L,A,,MW 4-5:15p,2115,L. Grieger,201803
919,EDST 210,Theory and Practice in American Education,10928,01,1,L,A,,T 3:30-5:20p,2063,R. Hersh,201803
920,EDST 215,Equity and Innovation in International Education,10929,01,1,L,A,,Th 9:25-11:15a,2091,Staff,201803
921,EDST 237,Language and Mind,12264,01,1,H,A,,TTh 2:30-3:45p,2020,M. Piñango,201803
922,EDST 238,"Policy, Politics and Learning on the Education Beat",13768,01,1,L,A,,W 1:30-3:20p,2042,J. Karr,201803
923,EDST 290,"Leadership, Change, and Improvement in Education",10930,01,1,L,A,,Th 7-8:50p,2077,Staff,201803
924,EDST 355,Clinical Psychology in the Community,11506,01,1,L,A,,T 1:30-3:20p,2067,K. Lockhart,201803
925,EDST 377,Psychopathology and the Family,11518,01,1,L,A,,Th 1:30-3:20p,2095,K. Lockhart,201803
926,EDST 400,Advanced Topics in Education Studies,10931,01,1,L,A,,M 9:25-11:15a,2192,Staff,201803
927,EENG 200,Introduction to Electronics,13140,01,1,H,A,,TTh 11:35a-12:25p,2094,M. Reed,201803
928,EENG 202,"Communications, Computation, and Control",13141,01,1,H,A,,MW 2:30-3:45p,2031,W. Hu,201803
929,EENG 235,Special Projects,13192,01,1,F,A,,HTBA,1,M. Reed,201803
930,EENG 320,Introduction to Semiconductor Devices,13142,01,1,H,A,,TTh 1-2:15p,2035,H. Tang,201803
931,EENG 325,Electronic Circuits,13143,01,1,H,A,,TTh 11:35a-12:50p,2021,F. Xia,201803
932,EENG 408,Electronic Materials: Fundamentals and Applications,13144,01,1,H,A,,TTh 9-10:15a,2033,J. Han,201803
933,EENG 416,CMOS Devices and Beyond,13145,01,1,L,A,,W 3:30-5:20p,2076,T. Ma,201803
934,EENG 426,Silicon Compilation,13146,01,1,H,A,,MW 11:35a-12:50p,2052,R. Manohar,201803
935,EENG 436,Systems and Control,13147,01,1,H,A,,TTh 11:35a-12:50p,2021,K. Narendra,201803
936,EENG 437,Optimization Techniques,11925,01,1,H,A,,TTh 1-2:15p,2035,S. Tatikonda,201803
937,EENG 442,Linear Systems,13148,01,1,H,A,,MW 1-2:15p,2030,A. Morse,201803
938,EENG 445,Biomedical Image Processing and Analysis,10604,01,1,H,C,1,HTBA,1,Staff,201803
939,EENG 449,Computer Architectures for Cognitive Processing and Machine Learning,13153,01,1,L,A,,Th 1:30-3:20p,2095,R. Lethin,201803
940,EENG 450,Applied Digital Signal Processing,13151,01,1,H,A,,MW 11:35a-12:50p,2052,J. Vaišnys,201803
941,EENG 452,Internet Engineering,13152,01,1,H,A,,TTh 4-5:15p,2074,L. Tassiulas,201803
942,EENG 471,Advanced Special Projects,13193,01,1,F,A,,HTBA,1,M. Reed,201803
943,EENG 475,Computational Vision and Biological Perception,10703,01,1,H,A,,MW 2:30-3:45p,2031,S. Zucker,201803
944,EGYP 110,Introduction to Classical Hieroglyphic Egyptian I,12368,01,1,H,A,,TTh 9-10:15a,2033,Staff,201803
945,EGYP 131,Intermediate Egyptian: Literary Texts,12369,01,1,L,A,,T 1:30-3:20p,2067,J. Darnell,201803
946,EGYP 137,Gnostic Texts in Coptic,12531,01,1,L,A,,TTh 1-2:15p,2035,H. Attridge,201803
947,EGYP 227,Ancient Egyptian Hieratic Texts,12370,01,1,L,A,,W 7-8:50p,2150,C. Geisen,201803
971,ENAS 118,"Introduction to Engineering, Innovation, and Design",13154,01,1,H,A,,MW 9:25-10:15a,2103,Wilczynski/Wilen,201803
972,ENAS 151,Multivariable Calculus for Engineers,10932,01,1,H,A,,MW 11:35a-12:50p,2052,V. Ozolins,201803
973,ENAS 194,Ordinary and Partial Differential Equations with Applications,13155,01,1,H,A,,MW 1-2:15p,2030,B. Bennett,201803
974,ENAS 335,Professional Ethics,13157,01,1,H,A,,TTh 11:35a-12:50p,2021,M. Carreras,201803
975,ENAS 410,Making Spaces,13159,01,1,H,A,,TTh 1-2:15p,2035,J. Zinter,201803
976,ENAS 440,"Applied Numerical Methods for Algebraic Systems, Eigensystems, and Function Approximation",10935,01,1,H,A,,TTh 11:35a-12:50p,2021,B. Bennett,201803
1015,ENGL 010,Jane Austen,10938,01,1,L,C,1,HTBA,1,Staff,201803
1016,ENGL 015,South African Writing after Apartheid,10939,01,1,L,A,,TTh 11:35a-12:50p,2021,S. Newell,201803
1017,ENGL 024,Suspense and Narrative,13224,01,1,L,A,,MW 1-2:15p,2030,A. Eccles,201803
1018,ENGL 025,"Modern South Asian Literature, 1857-2017",10941,01,1,L,A,,MW 11:35a-12:50p,2052,P. Mukhopadhyay,201803
1019,ENGL 114,Writing Seminars,10944,01,1,L,A,,HTBA,1,Staff,201803
1020,ENGL 115,Literature Seminars: Good Literature,10945,01,1,L,A,,MW 11:35a-12:50p,2052,R. Wepler,201803
1021,ENGL 115,Literature Seminars: Nostalgia in Literature,13095,02,1,L,A,,TTh 1-2:15p,2035,A. Brown,201803
1022,ENGL 115,Literature Seminars: The Art of Mourning,13097,03,1,L,A,,MW 2:30-3:45p,2031,A. Killian,201803
1023,ENGL 115,Literature Seminars: Black Lives in American Lit,13098,04,1,L,A,,TTh 4-5:15p,2074,T. Kreiner,201803
1024,ENGL 115,Literature Seminars: LiteratureLabor&ClimateChange,13099,05,1,L,A,,MW 9-10:15a,2038,K. Lindskog,201803
1025,ENGL 115,Literature Seminars: Self-Help Literature,13100,06,1,L,A,,TTh 11:35a-12:50p,2021,A. Reider,201803
1026,ENGL 115,Literature Seminars: Literary Journeys&Other Worlds,14040,07,1,L,A,,TTh 2:30-3:45p,2020,W. Chan,201803
1027,ENGL 120,Reading and Writing the Modern Essay,10946,01,15,L,A,,TTh 11:35a-12:50p,2021,K. Shirkhani,201803
1028,ENGL 120,Reading and Writing the Modern Essay,14011,02,15,L,A,,MW 11:35a-12:50p,2052,F. Baynes-Ross,201803
1029,ENGL 120,Reading and Writing the Modern Essay,14012,03,15,L,A,,MW 9-10:15a,2038,M. Deli,201803
1030,ENGL 120,Reading and Writing the Modern Essay,14013,04,15,L,A,,TTh 2:30-3:45p,2020,J. Green,201803
1031,ENGL 120,Reading and Writing the Modern Essay,14014,05,15,L,A,,MW 2:30-3:45p,2031,S. Hartman,201803
1032,ENGL 120,Reading and Writing the Modern Essay,14015,06,15,L,A,,MW 1-2:15p,2030,R. Jones,201803
1033,ENGL 120,Reading and Writing the Modern Essay,14016,07,15,L,A,,TTh 2:30-3:45p,2020,P. Newton,201803
1034,ENGL 120,Reading and Writing the Modern Essay,14017,08,15,L,A,,TTh 1-2:15p,2035,B. Riley,201803
1035,ENGL 120,Reading and Writing the Modern Essay,14018,09,15,L,A,,TTh 11:35a-12:50p,2021,M. Saraceni,201803
1036,ENGL 120,Reading and Writing the Modern Essay,14019,10,15,L,A,,TTh 1-2:15p,2035,A. Sexton,201803
1037,ENGL 120,Reading and Writing the Modern Essay,14020,11,15,L,A,,MW 9-10:15a,2038,S. Sharlin,201803
1038,ENGL 120,Reading and Writing the Modern Essay,14021,12,15,L,A,,MW 11:35a-12:50p,2052,S. Sharlin,201803
1039,ENGL 120,Reading and Writing the Modern Essay,14022,13,15,L,A,,TTh 4-5:15p,2074,B. Stuart,201803
1040,ENGL 120,Reading and Writing the Modern Essay,14023,14,15,L,A,,MW 2:30-3:45p,2031,R. Tazudeen,201803
1041,ENGL 120,Reading and Writing the Modern Essay,14024,15,15,L,A,,TTh 9-10:15a,2033,E. Ulrich,201803
1042,ENGL 121,Styles of Acad & Prof Prose: Thinking&Writing about the Law,10947,01,1,L,A,,MW 11:35a-12:50p,2052,A. Ehrgood,201803
1043,ENGL 121,Styles of Acad & Prof Prose: CulturalCrit: StyleAsArgument,13109,02,1,L,A,,TTh 1-2:15p,2035,K. Shirkhani,201803
1044,ENGL 123,Introduction to Creative Writing,10948,01,4,L,A,,TTh 11:35a-12:50p,2021,E. Chapman,201803
1045,ENGL 123,Introduction to Creative Writing,13110,02,4,L,A,,TTh 11:35a-12:50p,2021,R. Deming,201803
1046,ENGL 123,Introduction to Creative Writing,13111,03,4,L,A,,TTh 11:35a-12:50p,2021,J. Green,201803
1047,ENGL 123,Introduction to Creative Writing,13112,04,4,L,A,,TTh 11:35a-12:50p,2021,E. Skillings,201803
1048,ENGL 125,Readings in English Poetry I,10949,01,4,L,A,,MW 1-2:15p,2030,B. Glaser,201803
1049,ENGL 125,Readings in English Poetry I,13113,02,4,L,A,,MW 11:35a-12:50p,2052,M. Figlerowicz,201803
1050,ENGL 125,Readings in English Poetry I,13114,03,4,L,A,,TTh 1-2:15p,2035,M. Saraceni,201803
1051,ENGL 125,Readings in English Poetry I,13116,04,4,L,A,,TTh 4-5:15p,2074,M. Saraceni,201803
1052,ENGL 127,Readings in American Literature,10950,01,4,L,A,,TTh 9-10:15a,2033,M. Warner,201803
1053,ENGL 127,Readings in American Literature,13132,02,4,L,A,,MW 1-2:15p,2030,A. Hickey,201803
1054,ENGL 127,Readings in American Literature,13133,03,4,L,A,,MW 2:30-3:45p,2031,A. Hickey,201803
1055,ENGL 127,Readings in American Literature,13135,04,4,L,A,,MW 4-5:15p,2115,R. Williams,201803
1056,ENGL 128,Readings in Comparative World English Literatures,13117,01,2,L,A,,TTh 9-10:15a,2033,J. Richards,201803
1057,ENGL 128,Readings in Comparative World English Literatures,13118,02,2,L,A,,TTh 1-2:15p,2035,J. Richards,201803
1058,ENGL 129,Tragedy in the European Literary Tradition,10951,01,2,L,A,,TTh 2:30-3:45p,2020,T. Robinson,201803
1059,ENGL 129,Tragedy in the European Literary Tradition,13120,02,2,L,A,,MW 2:30-3:45p,2031,K. Lindskog,201803
1060,ENGL 134,Reading Fiction for Craft,10953,01,1,L,A,,MW 2:30-3:45p,2031,A. Sexton,201803
1061,ENGL 135,Reading Poetry for Craft,10954,01,1,L,A,,TTh 1-2:15p,2035,D. Gorin,201803
1062,ENGL 150,Old English,10955,01,1,L,A,,TTh 2:30-3:45p,2020,E. Thornbury,201803
1063,ENGL 183,Poetry since 1950,10957,01,1,H,A,,TTh 10:30-11:20a,2019,L. Hammer,201803
1064,ENGL 187,Love and Hate in the American South,13311,01,1,H,A,,MW 1:30-2:20p,2059,C. Smith,201803
1065,ENGL 200,Shakespeare: Comedies and Romances,10958,01,1,H,A,,MW 10:30-11:20a,2022,L. Manley,201803
1066,ENGL 211,Acting Shakespeare,13398,01,1,N,A,,F 1:30-5:20p,2282,J. Bundy,201803
1067,ENGL 228,Sociological Imagination in African Literatures,12070,01,1,L,C,1,HTBA,1,Staff,201803
1068,ENGL 235,Poetry and Objects,13056,01,1,L,A,,F 1:30-3:20p,2100,K. Roffman,201803
1069,ENGL 241,Writing About The Environment,11021,01,1,L,A,,Th 1:30-3:20p,2095,A. Burdick,201803
1070,ENGL 245,Introduction to Writing Fiction,10959,01,2,L,A,,M 3:30-5:20p,2099,A. Gaige,201803
1071,ENGL 245,Introduction to Writing Fiction,10960,02,2,L,A,,W 3:30-5:20p,2076,R. Spargo,201803
1072,ENGL 246,Introduction to Writing Poetry,10961,01,1,L,A,,T 1:30-3:20p,2067,L. Glück,201803
1073,ENGL 247,Writing about Contemporary Figurative Art,10962,01,1,L,A,,TTh 11:35a-12:50p,2021,M. Spillane,201803
1074,ENGL 248,Writing the Television Drama,10964,01,1,L,A,,M 3:30-5:20p,2099,A. Tracy,201803
1075,ENGL 250,Romantic Poetry,10965,01,1,L,A,,MW 11:35a-12:50p,2052,L. Brisman,201803
1076,ENGL 259,Young Adult Writing,13863,01,1,L,A,,T 1:30-3:20p,2067,Staff,201803
1077,ENGL 262,Modernities: Nineteenth-Century Historical Narratives,10966,01,1,L,A,,MW 11:35a-12:50p,2052,Markovits/Semmel,201803
1078,ENGL 265,"Gender, Class, and Narrative Form in the Victorian Novel",10968,01,1,H,A,,TTh 11:35a-12:25p,2094,R. Yeazell,201803
1079,ENGL 268,Medieval Literature in Movies,10969,01,1,L,C,1,HTBA,1,Staff,201803
1080,ENGL 276,Jane Austen and Walter Scott: History and Manners in the Romantic Novel,13343,01,1,L,A,,MW 4-5:15p,2115,A. Eccles,201803
1081,ENGL 278,Antebellum American Literature,10971,01,1,L,A,,TTh 1-2:15p,2035,M. Warner,201803
1082,ENGL 287,"Literature and the Future, 1887 to the Present",10973,01,1,L,A,,MW 2:30-3:45p,2031,R. Williams,201803
1083,ENGL 290,The Canon in the Colony: Reading Literature Abroad,13252,01,1,L,A,,MW 2:30-3:45p,2031,P. Mukhopadhyay,201803
1084,ENGL 314,The Irish Literary Revival,10974,01,1,L,A,,MW 2:30-3:45p,2031,J. Cleary,201803
1085,ENGL 346,Poetry and Faith,10975,01,1,L,A,,Th 1:30-3:20p,2095,C. Wiman,201803
1086,ENGL 357,Feminist and Queer Theory,11873,01,1,L,A,,HTBA,1,Staff,201803
1087,ENGL 361,Theater Now,11890,01,1,L,A,,T 1:30-3:20p,2067,M. Robinson,201803
1088,ENGL 385,Fiction and Sexual Politics,10978,01,1,L,A,,TTh 11:35a-12:50p,2021,M. Homans,201803
1089,ENGL 395,The Bible as a Literature,10980,01,1,L,A,,MW 2:30-3:45p,2031,L. Brisman,201803
1090,ENGL 401,The <i>Gawain</i> Poet,13980,01,1,L,A,,T 9:25-11:15a,2072,J. Brantley,201803
1091,ENGL 416,Contemporary British Fiction,10982,01,1,L,A,,M 1:30-3:20p,2058,C. Phillips,201803
1092,ENGL 426,"Modernism, Empire, World Crisis",10983,01,1,L,A,,T 1:30-3:20p,2067,J. Cleary,201803
1093,ENGL 449,Challenges to Realism in Contemporary African Fiction,13245,01,1,L,A,,T 9:25-11:15a,2072,S. Newell,201803
1094,ENGL 453,Playwriting,10985,01,1,L,A,,T 2:30-5p,2126,D. Margulies,201803
1095,ENGL 456,The Practice of Literary Translation,11794,01,1,L,A,,MW 2:30-3:45p,2031,R. Creswell,201803
1096,ENGL 459,"Writing about Science, Medicine, and the Environment",11760,01,1,L,A,,T 9:25-11:15a,2072,C. Zimmer,201803
1097,ENGL 460,Advanced Poetry Writing,10987,01,1,L,A,,M 3:30-5:20p,2099,L. Glück,201803
1098,ENGL 465,Advanced Fiction Writing,10988,01,1,L,A,,T 1:30-3:20p,2067,C. Phillips,201803
1099,ENGL 466,Writing the Contemporary Essay,10989,01,1,L,A,,T 3:30-5:20p,2063,C. Zarin,201803
1100,ENGL 467,Journalism,13197,01,1,L,A,,M 9-10:15a,2430,S. Brill,201803
1101,ENGL 469,Advanced Nonfiction Writing,10990,01,1,L,A,,Th 2:30-5:20p,2134,A. Fadiman,201803
1102,ENGL 474,The Genre of the Sentence,10992,01,1,L,A,,W 1:30-3:20p,2042,V. Klinkenborg,201803
1103,ENGL 477,Production Seminar: Playwriting,13407,01,1,N,A,,MW 3:30-5:20p,2101,D. Margolin,201803
1104,ENGL 480,Reporting and Crafting the Long-form Narrative,10993,01,1,L,A,,M 1:30-4p,2520,S. Stillman,201803
1105,ENGL 487,Tutorial in Writing,13058,01,1,F,A,,HTBA,1,J. Brantley,201803
1106,ENGL 488,Special Projects for Juniors or Seniors,10994,01,1,F,A,,HTBA,1,J. Brantley,201803
1107,ENGL 489,The Writing Concentration Senior Project,10995,01,1,Y,A,,HTBA,1,J. Brantley,201803
1108,ENGL 490,The Senior Essay I,10996,01,1,Y,A,,HTBA,1,J. Richards,201803
1109,ENGL 491,The Senior Essay II,10997,01,1,Y,A,,HTBA,1,J. Richards,201803
1121,ENVE 373,Air Pollution Control,11011,01,1,H,A,,MW 2:30-3:45p,2031,D. Gentner,201803
1122,ENVE 377,Water Quality Control,11013,01,1,L,A,,TTh 2:30-3:45p,2020,J. Kim,201803
1123,ENVE 441,Biological Processes in Environmental Engineering,11015,01,1,H,A,,MW 1-2:15p,2030,J. Peccia,201803
1124,ENVE 448,Environmental Transport Processes,11016,01,1,H,A,,TTh 1-2:15p,2035,M. Elimelech,201803
1125,ENVE 490,Senior Project,11017,01,1,Y,A,,HTBA,1,J. Peccia,201803
1126,EP&E 203,Introduction to Statistics: Political Science,11904,01,1,H,A,,TTh 1-2:15p,2035,J. Reuning-Scherer,201803
1127,EP&E 204,Professional Ethics,13158,01,1,H,A,,TTh 11:35a-12:50p,2021,M. Carreras,201803
1128,EP&E 209,Introduction to Statistics: Social Sciences,11907,01,1,H,A,,TTh 1-2:15p,2035,J. Reuning-Scherer,201803
1129,EP&E 215,"Classics of Ethics, Politics, and Economics",11046,01,2,L,A,,HTBA,1,B. Kapustin,201803
1130,EP&E 215,"Classics of Ethics, Politics, and Economics",14234,02,2,L,A,,M 1:30-3:20p,2058,B. Kapustin,201803
1131,EP&E 220,Strategic Models of Politics,12464,01,1,H,A,,MW 2:30-3:45p,2031,M. Svolik,201803
1132,EP&E 224,Debating Globalization,10893,01,1,L,A,,F 9:25-11:15a,2108,E. Zedillo,201803
1133,EP&E 231,Game Theory and International Relations,12467,01,1,H,A,,MW 9:25-10:15a,2103,A. Debs,201803
1134,EP&E 241,Religion and Politics in the World,14035,01,1,L,A,,T 1:30-3:20p,2067,K. Baldwin,201803
1135,EP&E 243,Political Economy of Poverty Alleviation,12486,01,1,L,A,,F 1:30-3:20p,2100,A. De La O,201803
1136,EP&E 245,Global Firms and National Governments,12433,01,1,L,A,,M 1:30-3:20p,2058,J. LaPalombara,201803
1137,EP&E 250,The European Union,12470,01,1,L,A,,T 3:30-5:20p,2063,D. Cameron,201803
1138,EP&E 254,Evolution of Central Banking,11232,01,1,L,A,,M 3:30-5:20p,2099,R. Mohan,201803
1139,EP&E 267,Social Movements,13792,01,1,L,A,,M 7-8:50p,2211,Staff,201803
1140,EP&E 273,Sociology of Islam,14043,01,1,L,A,,T 1:30-3:20p,2067,J. Wyrtzen,201803
1141,EP&E 280,Ancient Greek Political Development,12450,01,1,L,A,,Th 9:25-11:15a,2091,D. Cammack,201803
1142,EP&E 286,"Discrimination in Law, Theory, and Practice",10896,01,1,L,A,,W 9:25-11:15a,2051,G. Jaynes,201803
1143,EP&E 305,"Bureaucracy in Africa: Revolution, Genocide, and Apartheid",13754,01,1,L,A,,Th 1:30-3:20p,2095,J. Steinberg,201803
1144,EP&E 306,First Amendment and Ethics of Law,14305,01,1,L,A,,HTBA,1,K. Goodrow,201803
1145,EP&E 312,Moral Choices in Politics,11047,01,2,L,A,,HTBA,1,B. Kapustin,201803
1146,EP&E 312,Moral Choices in Politics,14235,02,2,L,A,,T 1:30-3:20p,2067,B. Kapustin,201803
1147,EP&E 317,Nelson Mandela,13753,01,1,L,A,,W 3:30-5:20p,2076,J. Steinberg,201803
1148,EP&E 324,"Journalism, Liberalism, Democracy",12441,01,1,L,A,,M 1:30-3:20p,2058,J. Sleeper,201803
1149,EP&E 334,Normative Ethics,11049,01,1,L,A,,M 1:30-3:20p,2058,S. Kagan,201803
1150,EP&E 380,"Bioethics, Politics, and Economics",11052,01,1,L,A,,M 1:30-3:20p,2058,S. Latham,201803
1151,EP&E 390,Democracy and Sustainability,13043,01,1,L,A,,Th 9:25-11:15a,2091,M. Fotos,201803
1152,EP&E 396,American Progressivism and Its Critics,12445,01,1,L,A,,T 1:30-3:20p,2067,S. Skowronek,201803
1153,EP&E 401,"Law, Morality, and Religion",12522,01,1,L,A,,T 1:30-3:20p,2067,A. Forsyth,201803
1154,EP&E 411,Democracy and Distribution,12448,01,1,L,A,,M 2:10-4p,2342,I. Shapiro,201803
1155,EP&E 421,"Ethics, Law, and Current Issues",11054,01,1,L,A,,HTBA,1,K. Goodrow,201803
1156,EP&E 471,Directed Reading and Research,11056,01,2,F,A,,HTBA,1,P. Swenson,201803
1157,EP&E 471,Directed Reading and Research,14241,02,2,F,A,,HTBA,1,P. Swenson,201803
1158,EP&E 478,The Problem of Evil,11582,01,1,L,A,,T 1:30-3:20p,2067,K. DeRose,201803
1159,EP&E 480,Recent Work in Ethical Theory,11585,01,1,L,A,,T 7-8:50p,2071,S. Darwall,201803
1160,EP&E 491,The Senior Essay,11057,01,2,Y,A,,HTBA,1,P. Swenson,201803
1161,EP&E 491,The Senior Essay,14240,02,2,Y,A,,HTBA,1,P. Swenson,201803
1162,EP&E 492,The Yearlong Senior Essay,11058,01,1,Y,A,,HTBA,1,P. Swenson,201803
1163,EP&E 493,The Yearlong Senior Essay,14239,01,1,Y,A,,HTBA,1,P. Swenson,201803
1164,EP&E 496,Business and Government after Communism,12492,01,1,L,A,,T 3:30-5:20p,2063,I. Shapiro,201803
1174,ER&M 127,Health and Illness in Social Context,13233,02,1,H,A,,MW 10:30-11:20a,2022,A. Menon,201803
1175,ER&M 187,Introduction to American Indian History,11310,01,1,H,A,,TTh 11:35a-12:25p,2094,N. Blackhawk,201803
1176,ER&M 200,"Introduction to Ethnicity, Race, and Migration",11059,01,1,H,A,,TTh 1-2:15p,2035,A. Camacho,201803
1177,ER&M 211,"Race, Ethnicity, and Immigration",12062,01,1,H,A,,MW 2:30-3:20p,2098,G. Kao,201803
1178,ER&M 238,Introduction to Third World Studies,11060,01,1,H,A,,TTh 11:35a-12:50p,2021,G. Okihiro,201803
1179,ER&M 244,"Race, Religion, and Sex in the Inquisition",13887,01,1,H,A,,MW 1-2:15p,2030,I. De Souza,201803
1180,ER&M 282,"Asian American History, 1800 to the Present",10429,01,1,H,A,,MW 10:30-11:20a,2022,M. Lui,201803
1181,ER&M 300,Comparative Ethnic Studies,11063,01,1,L,A,,Th 1:30-3:20p,2095,Q. Tran,201803
1182,ER&M 304,"Hemisphere Divided, United States and Latin America",11317,01,1,L,A,,T 1:30-3:20p,2067,Staff,201803
1183,ER&M 342,Revolutionary Change and Cold War in Latin America,11341,01,1,L,A,,T 1:30-3:20p,2067,G. Joseph,201803
1184,ER&M 394,Climate and Society from Past to Present,11043,01,1,L,A,,Th 1:30-3:20p,2095,M. Dove,201803
1185,ER&M 408,Race and Comedy,11064,01,1,L,A,,T 3:30-5:20p,2063,A. Laguna,201803
1186,ER&M 409,Latinx Ethnography,11067,01,1,L,A,,W 3:30-5:20p,2076,A. Ramos-Zayas,201803
1187,ER&M 419,Ethnography of the African American Community,12073,01,1,L,A,,M 1:30-3:20p,2058,E. Anderson,201803
1188,ER&M 435,Writing Tribal Histories,11314,01,1,L,A,,T 1:30-3:20p,2067,N. Blackhawk,201803
1189,ER&M 439,Fruits of Empire,11070,01,1,L,A,,W 1:30-3:20p,2042,G. Okihiro,201803
1190,ER&M 463,Ethnography of Policing and Race,12641,01,1,L,C,1,HTBA,1,Staff,201803
1191,ER&M 471,Individual Reading and Research for Juniors and Seniors,11071,01,1,F,A,,HTBA,1,Staff,201803
1192,ER&M 491,The Senior Colloquium: Theoretical and Methodological Issues,11072,01,2,Y,A,,W 9:25-11:15a,2051,Q. Tran,201803
1193,ER&M 491,The Senior Colloquium: Theoretical and Methodological Issues,13610,02,2,Y,A,,Th 3:30-5:20p,2121,Q. Tran,201803
1194,EVST 007,The New England Forest,11018,01,1,L,A,,Th 1-5p,2268,M. Duguid,201803
1195,EVST 010,"Earth, Resources, Energy, and the Environment",11157,01,1,L,A,,TTh 11:35a-12:50p,2021,M. Timmermans,201803
1196,EVST 020,Sustainable Development in Haiti,11087,01,1,L,A,,TTh 9-10:15a,2033,G. Geballe,201803
1197,EVST 125,Earth's Changing Climate,11161,01,1,H,A,,MWF 11:35a-12:25p,2028,J. Park,201803
1198,EVST 182,Primate Behavior and Ecology,10456,01,1,H,A,,TTh 9-10:15a,2033,E. Fernandez-Duque,201803
1199,EVST 212,Democracy and Sustainability,13044,01,1,L,A,,Th 9:25-11:15a,2091,M. Fotos,201803
1200,EVST 215,"Writing about Science, Medicine, and the Environment",11761,01,1,L,A,,T 9:25-11:15a,2072,C. Zimmer,201803
1201,EVST 221,Field Ecology,10840,01,1,H,A,,TTh 1-2:15p,2035,L. Puth,201803
1202,EVST 223,General Ecology,10838,01,1,H,A,,MWF 10:30-11:20a,2027,D. Vasseur,201803
1203,EVST 224,Writing About The Environment,11020,01,1,L,A,,Th 1:30-3:20p,2095,A. Burdick,201803
1204,EVST 226,Global Environmental History,11022,01,1,H,A,,TTh 9-10:15a,2033,H. Weiss,201803
